risk_id,customer_id,financial_risk,operational_risk,customer_risk,overall_risk,risk_category,confidence_score
RSK002580,CUS-002580,0.6849,0.2258,0.1899,0.3456,Low,0.7867
RSK002581,CUS-002581,0.1429,0.3323,0.4723,0.3455,Low,0.9351
RSK002582,CUS-002582,0.3974,0.457,0.7844,0.6028,Medium,0.7422
RSK002583,CUS-002583,0.376,0.3967,0.4434,0.4138,Medium,0.9559
RSK002584,CUS-002584,0.7475,0.155,0.7495,0.63,Medium,0.7902
RSK002585,CUS-002585,0.2559,0.3925,0.377,0.3438,Low,0.7785
RSK002586,CUS-002586,0.5183,0.3599,0.1924,0.3237,Low,0.9542
RSK002587,CUS-002587,0.2271,0.3805,0.5447,0.4166,Medium,0.9177
RSK002588,CUS-002588,0.5457,0.4745,0.5043,0.5108,Medium,0.7326
RSK002589,CUS-002589,0.7739,0.2885,0.7638,0.6718,Medium,0.9795
RSK002590,CUS-002590,0.5259,0.1806,0.3531,0.3704,Low,0.8289
RSK002591,CUS-002591,0.8656,0.4188,0.01,0.3484,Low,0.8282
RSK002592,CUS-002592,0.6326,0.1307,0.388,0.4099,Medium,0.9707
RSK002593,CUS-002593,0.6055,0.2724,0.4086,0.4404,Medium,0.8644
RSK002594,CUS-002594,0.8652,0.2864,0.1016,0.3676,Low,0.9773
RSK002595,CUS-002595,0.474,0.3348,0.1489,0.2836,Low,0.943
RSK002596,CUS-002596,0.7325,0.3052,0.4124,0.487,Medium,0.8555
RSK002597,CUS-002597,0.824,0.4361,0.5907,0.6298,Medium,0.7029
RSK002598,CUS-002598,0.4666,0.127,0.01,0.1704,Low,0.981
RSK002599,CUS-002599,0.4138,0.3048,0.0443,0.2073,Low,0.9211
RSK002600,CUS-002600,0.6898,0.2582,0.6098,0.5635,Medium,0.7093
RSK002601,CUS-002601,0.8815,0.1148,0.4416,0.5082,Medium,0.8566
RSK002602,CUS-002602,0.6102,0.1654,0.3885,0.4104,Medium,0.7823
RSK002603,CUS-002603,0.8949,0.2546,0.1667,0.4027,Medium,0.8343
RSK002604,CUS-002604,0.8378,0.3995,0.5071,0.5848,Medium,0.7967
RSK002605,CUS-002605,0.1592,0.2058,0.333,0.2554,Low,0.7582
RSK002606,CUS-002606,0.3465,0.3175,0.04,0.1875,Low,0.8801
RSK002607,CUS-002607,0.5274,0.4862,0.1349,0.3229,Low,0.7862
RSK002608,CUS-002608,0.7169,0.2659,0.6436,0.59,Medium,0.7618
RSK002609,CUS-002609,0.801,0.4377,0.211,0.4333,Medium,0.7595
RSK002610,CUS-002610,0.791,0.4081,0.0692,0.3535,Low,0.8653
RSK002611,CUS-002611,0.1319,0.2323,0.207,0.1895,Low,0.9382
RSK002612,CUS-002612,0.7676,0.1915,0.3721,0.4546,Medium,0.9365
RSK002613,CUS-002613,0.3182,0.4601,0.4303,0.4026,Medium,0.7257
RSK002614,CUS-002614,0.7801,0.1382,0.7117,0.6175,Medium,0.9128
RSK002615,CUS-002615,0.4894,0.2284,0.2223,0.3037,Low,0.8019
RSK002616,CUS-002616,0.5679,0.2115,0.1735,0.2994,Low,0.8353
RSK002617,CUS-002617,0.5633,0.1909,0.4299,0.4221,Medium,0.723
RSK002618,CUS-002618,0.6374,0.2838,0.3074,0.4017,Medium,0.9393
RSK002619,CUS-002619,0.6953,0.1141,0.01,0.2364,Low,0.8291
RSK002620,CUS-002620,0.3819,0.4284,0.47,0.4353,Medium,0.7994
RSK002621,CUS-002621,0.6471,0.1306,0.4705,0.4555,Medium,0.8053
RSK002622,CUS-002622,0.1488,0.1762,0.5324,0.3461,Low,0.8294
RSK002623,CUS-002623,0.6202,0.2343,0.3509,0.4084,Medium,0.8065
RSK002624,CUS-002624,0.8625,0.2437,0.1843,0.3996,Low,0.9401
RSK002625,CUS-002625,0.8654,0.1031,0.2874,0.4239,Medium,0.7256
RSK002626,CUS-002626,0.7553,0.1048,0.2386,0.3668,Low,0.934
RSK002627,CUS-002627,0.8753,0.1206,0.6499,0.6117,Medium,0.8012
RSK002628,CUS-002628,0.6624,0.4201,0.8031,0.6843,Medium,0.8529
RSK002629,CUS-002629,0.3223,0.3058,0.4143,0.365,Low,0.8927
RSK002630,CUS-002630,0.2613,0.2416,0.5446,0.399,Low,0.743
RSK002631,CUS-002631,0.7854,0.1879,0.5833,0.5649,Medium,0.9384
RSK002632,CUS-002632,0.1606,0.3334,0.4758,0.3528,Low,0.7841
RSK002633,CUS-002633,0.5829,0.1967,0.8055,0.617,Medium,0.8217
RSK002634,CUS-002634,0.5859,0.1079,0.5546,0.4746,Medium,0.7574
RSK002635,CUS-002635,0.5133,0.3859,0.4066,0.4345,Medium,0.8978
RSK002636,CUS-002636,0.1503,0.3338,0.5773,0.4005,Medium,0.9754
RSK002637,CUS-002637,0.2071,0.4241,0.3518,0.3228,Low,0.8084
RSK002638,CUS-002638,0.1335,0.2222,0.1785,0.1737,Low,0.7816
RSK002639,CUS-002639,0.5271,0.1076,0.1742,0.2667,Low,0.7662
RSK002640,CUS-002640,0.6605,0.1048,0.2091,0.3237,Low,0.8979
RSK002641,CUS-002641,0.7633,0.4126,0.1182,0.3706,Low,0.8947
RSK002642,CUS-002642,0.7887,0.3594,0.3983,0.5076,Medium,0.9314
RSK002643,CUS-002643,0.8836,0.1731,0.2928,0.4461,Medium,0.9643
RSK002644,CUS-002644,0.4521,0.4686,0.6082,0.5334,Medium,0.9576
RSK002645,CUS-002645,0.1036,0.3726,0.1168,0.164,Low,0.8192
RSK002646,CUS-002646,0.4518,0.3992,0.2533,0.342,Low,0.9436
RSK002647,CUS-002647,0.7228,0.2978,0.0737,0.3133,Low,0.7121
RSK002648,CUS-002648,0.2374,0.1041,0.6015,0.3928,Low,0.949
RSK002649,CUS-002649,0.4278,0.2853,0.3285,0.3497,Low,0.7214
RSK002650,CUS-002650,0.6949,0.3254,0.6506,0.5988,Medium,0.8394
RSK002651,CUS-002651,0.5783,0.3851,0.5871,0.5441,Medium,0.7483
RSK002652,CUS-002652,0.5026,0.3432,0.1187,0.2788,Low,0.8415
RSK002653,CUS-002653,0.4457,0.2122,0.2647,0.3085,Low,0.7249
RSK002654,CUS-002654,0.2573,0.1724,0.6672,0.4453,Medium,0.8603
RSK002655,CUS-002655,0.8241,0.3332,0.134,0.3809,Low,0.8189
RSK002656,CUS-002656,0.1624,0.2378,0.1686,0.1806,Low,0.7868
RSK002657,CUS-002657,0.2106,0.4634,0.2698,0.2908,Low,0.8721
RSK002658,CUS-002658,0.1778,0.4158,0.5213,0.3972,Low,0.8058
RSK002659,CUS-002659,0.5142,0.1091,0.3298,0.341,Low,0.7084
RSK002660,CUS-002660,0.3306,0.2338,0.5919,0.4419,Medium,0.9275
RSK002661,CUS-002661,0.3126,0.1205,0.7764,0.5061,Medium,0.734
RSK002662,CUS-002662,0.3052,0.3085,0.0282,0.1674,Low,0.8979
RSK002663,CUS-002663,0.3018,0.1449,0.59,0.4145,Medium,0.8594
RSK002664,CUS-002664,0.1004,0.4023,0.7672,0.4942,Medium,0.781
RSK002665,CUS-002665,0.8624,0.1406,0.0352,0.3044,Low,0.9285
RSK002666,CUS-002666,0.3241,0.4365,0.3722,0.3706,Low,0.7579
RSK002667,CUS-002667,0.8988,0.3446,0.2122,0.4447,Medium,0.7302
RSK002668,CUS-002668,0.3285,0.2373,0.3776,0.3348,Low,0.9474
RSK002669,CUS-002669,0.5258,0.1894,0.0319,0.2116,Low,0.7928
RSK002670,CUS-002670,0.8605,0.1877,0.8326,0.712,High,0.7991
RSK002671,CUS-002671,0.1075,0.3335,0.7209,0.4594,Medium,0.9525
RSK002672,CUS-002672,0.1405,0.4258,0.669,0.4618,Medium,0.7796
RSK002673,CUS-002673,0.686,0.2987,0.0934,0.3122,Low,0.9223
RSK002674,CUS-002674,0.1215,0.358,0.6576,0.4368,Medium,0.9336
RSK002675,CUS-002675,0.6857,0.4582,0.0803,0.3375,Low,0.9715
RSK002676,CUS-002676,0.4731,0.3224,0.3289,0.3709,Low,0.8831
RSK002677,CUS-002677,0.4171,0.1454,0.0921,0.2003,Low,0.7623
RSK002678,CUS-002678,0.8012,0.2752,0.6322,0.6115,Medium,0.8645
RSK002679,CUS-002679,0.7989,0.4094,0.6552,0.6491,Medium,0.7235
RSK002680,CUS-002680,0.6326,0.1586,0.0651,0.254,Low,0.8956
RSK002681,CUS-002681,0.6168,0.1978,0.7916,0.6204,Medium,0.9717
RSK002682,CUS-002682,0.4055,0.3856,0.8416,0.6196,Medium,0.8889
RSK002683,CUS-002683,0.5237,0.4386,0.6292,0.5594,Medium,0.9769
RSK002684,CUS-002684,0.6345,0.3111,0.754,0.6296,Medium,0.9735
RSK002685,CUS-002685,0.635,0.187,0.774,0.6149,Medium,0.9105
RSK002686,CUS-002686,0.641,0.2067,0.7252,0.5962,Medium,0.7214
RSK002687,CUS-002687,0.8411,0.4914,0.1171,0.4092,Medium,0.7536
RSK002688,CUS-002688,0.8135,0.4011,0.5806,0.6146,Medium,0.8836
RSK002689,CUS-002689,0.2038,0.1707,0.0729,0.1317,Low,0.7383
RSK002690,CUS-002690,0.7375,0.1765,0.5298,0.5214,Medium,0.9104
RSK002691,CUS-002691,0.7213,0.4876,0.5069,0.5674,Medium,0.7993
RSK002692,CUS-002692,0.1994,0.297,0.7027,0.4706,Medium,0.7783
RSK002693,CUS-002693,0.3312,0.4974,0.4971,0.4474,Medium,0.7665
RSK002694,CUS-002694,0.7736,0.3998,0.6425,0.6333,Medium,0.9098
RSK002695,CUS-002695,0.2294,0.2398,0.4784,0.356,Low,0.9818
RSK002696,CUS-002696,0.6805,0.3316,0.01,0.2755,Low,0.7145
RSK002697,CUS-002697,0.6341,0.218,0.4999,0.4838,Medium,0.9708
RSK002698,CUS-002698,0.3531,0.4008,0.3882,0.3802,Low,0.8857
RSK002699,CUS-002699,0.3615,0.2587,0.1647,0.2425,Low,0.7547
RSK002700,CUS-002700,0.361,0.2077,0.213,0.2563,Low,0.8313
RSK002701,CUS-002701,0.7436,0.3485,0.2495,0.4175,Medium,0.7813
RSK002702,CUS-002702,0.7385,0.4121,0.12,0.364,Low,0.8943
RSK002703,CUS-002703,0.7051,0.3939,0.8211,0.7009,High,0.7186
RSK002704,CUS-002704,0.3888,0.3282,0.3983,0.3814,Low,0.9549
RSK002705,CUS-002705,0.2317,0.2416,0.5983,0.417,Medium,0.9747
RSK002706,CUS-002706,0.3014,0.2519,0.211,0.2463,Low,0.7454
RSK002707,CUS-002707,0.7362,0.1323,0.4474,0.471,Medium,0.7549
RSK002708,CUS-002708,0.8717,0.4344,0.3276,0.5122,Medium,0.7613
RSK002709,CUS-002709,0.8115,0.3563,0.6456,0.6375,Medium,0.791
RSK002710,CUS-002710,0.2642,0.3647,0.6912,0.4978,Medium,0.9807
RSK002711,CUS-002711,0.326,0.1372,0.1873,0.2189,Low,0.899
RSK002712,CUS-002712,0.2821,0.1036,0.3265,0.2686,Low,0.9837
RSK002713,CUS-002713,0.8569,0.3708,0.1164,0.3894,Low,0.9179
RSK002714,CUS-002714,0.2368,0.325,0.3074,0.2897,Low,0.9463
RSK002715,CUS-002715,0.2965,0.2179,0.7091,0.4871,Medium,0.753
RSK002716,CUS-002716,0.2265,0.4623,0.2593,0.2901,Low,0.9016
RSK002717,CUS-002717,0.6926,0.4164,0.5753,0.5787,Medium,0.7512
RSK002718,CUS-002718,0.7855,0.1575,0.1078,0.321,Low,0.7416
RSK002719,CUS-002719,0.1729,0.1573,0.4686,0.3176,Low,0.9066
RSK002720,CUS-002720,0.8553,0.1335,0.6925,0.6295,Medium,0.8559
RSK002721,CUS-002721,0.8198,0.2763,0.3777,0.49,Medium,0.9732
RSK002722,CUS-002722,0.3077,0.3547,0.4882,0.4073,Medium,0.8561
RSK002723,CUS-002723,0.2388,0.2205,0.3511,0.2913,Low,0.9135
RSK002724,CUS-002724,0.6332,0.4751,0.6378,0.6039,Medium,0.7218
RSK002725,CUS-002725,0.4033,0.1702,0.3031,0.3066,Low,0.8883
RSK002726,CUS-002726,0.6703,0.2787,0.1432,0.3284,Low,0.7822
RSK002727,CUS-002727,0.284,0.4027,0.3572,0.3443,Low,0.9313
RSK002728,CUS-002728,0.2356,0.4362,0.1362,0.226,Low,0.7955
RSK002729,CUS-002729,0.7145,0.2559,0.265,0.398,Low,0.972
RSK002730,CUS-002730,0.6583,0.1179,0.287,0.3646,Low,0.8132
RSK002731,CUS-002731,0.4315,0.2621,0.0272,0.1955,Low,0.8033
RSK002732,CUS-002732,0.3047,0.382,0.4494,0.3925,Low,0.9198
RSK002733,CUS-002733,0.5579,0.4814,0.2519,0.3896,Low,0.7992
RSK002734,CUS-002734,0.7384,0.3753,0.3801,0.4866,Medium,0.9816
RSK002735,CUS-002735,0.4255,0.2442,0.7181,0.5355,Medium,0.851
RSK002736,CUS-002736,0.233,0.1555,0.7355,0.4688,Medium,0.7978
RSK002737,CUS-002737,0.5251,0.3995,0.0984,0.2866,Low,0.7699
RSK002738,CUS-002738,0.3009,0.4959,0.1339,0.2564,Low,0.8941
RSK002739,CUS-002739,0.633,0.3425,0.6073,0.562,Medium,0.9064
RSK002740,CUS-002740,0.7863,0.3983,0.6811,0.6561,Medium,0.7076
RSK002741,CUS-002741,0.7833,0.4785,0.369,0.5152,Medium,0.9656
RSK002742,CUS-002742,0.1006,0.2406,0.5545,0.3555,Low,0.733
RSK002743,CUS-002743,0.3048,0.2469,0.1791,0.2304,Low,0.9853
RSK002744,CUS-002744,0.5003,0.3785,0.3466,0.3991,Low,0.9768
RSK002745,CUS-002745,0.248,0.1081,0.4412,0.3166,Low,0.8611
RSK002746,CUS-002746,0.8944,0.4638,0.0993,0.4107,Medium,0.8426
RSK002747,CUS-002747,0.1887,0.3431,0.4364,0.3434,Low,0.8346
RSK002748,CUS-002748,0.3483,0.3431,0.2988,0.3225,Low,0.8061
RSK002749,CUS-002749,0.3451,0.4556,0.6793,0.5343,Medium,0.7578
RSK002750,CUS-002750,0.2582,0.276,0.3342,0.2998,Low,0.8959
RSK002751,CUS-002751,0.5922,0.1896,0.4679,0.4495,Medium,0.8976
RSK002752,CUS-002752,0.4501,0.278,0.0531,0.2172,Low,0.8834
RSK002753,CUS-002753,0.1096,0.149,0.5162,0.3208,Low,0.8653
RSK002754,CUS-002754,0.3595,0.1654,0.5562,0.419,Medium,0.7173
RSK002755,CUS-002755,0.7395,0.1251,0.5058,0.4998,Medium,0.9168
RSK002756,CUS-002756,0.1422,0.4683,0.5288,0.4007,Medium,0.9225
RSK002757,CUS-002757,0.6152,0.4686,0.6316,0.5941,Medium,0.8293
RSK002758,CUS-002758,0.4064,0.2144,0.3591,0.3443,Low,0.8017
RSK002759,CUS-002759,0.6445,0.3727,0.6917,0.6137,Medium,0.7958
RSK002760,CUS-002760,0.4166,0.3926,0.0449,0.226,Low,0.9156
RSK002761,CUS-002761,0.247,0.3562,0.0169,0.1538,Low,0.7981
RSK002762,CUS-002762,0.4145,0.2456,0.7824,0.5647,Medium,0.7767
RSK002763,CUS-002763,0.4794,0.2103,0.7317,0.5517,Medium,0.9536
RSK002764,CUS-002764,0.4239,0.2103,0.7607,0.5496,Medium,0.7882
RSK002765,CUS-002765,0.3831,0.3589,0.5373,0.4554,Medium,0.8233
RSK002766,CUS-002766,0.2956,0.4251,0.2836,0.3155,Low,0.9317
RSK002767,CUS-002767,0.7783,0.4488,0.01,0.3282,Low,0.8862
RSK002768,CUS-002768,0.8782,0.3567,0.4863,0.5779,Medium,0.8043
RSK002769,CUS-002769,0.3325,0.4942,0.0641,0.2306,Low,0.9362
RSK002770,CUS-002770,0.4261,0.4919,0.0673,0.2599,Low,0.7897
RSK002771,CUS-002771,0.2828,0.107,0.2057,0.2091,Low,0.8113
RSK002772,CUS-002772,0.4316,0.3461,0.2985,0.3479,Low,0.9073
RSK002773,CUS-002773,0.1453,0.1113,0.7906,0.4612,Medium,0.7442
RSK002774,CUS-002774,0.1167,0.1472,0.1876,0.1582,Low,0.9754
RSK002775,CUS-002775,0.3432,0.4789,0.01,0.2037,Low,0.7283
RSK002776,CUS-002776,0.8812,0.3972,0.6415,0.6645,Medium,0.7622
RSK002777,CUS-002777,0.4404,0.3394,0.8563,0.6281,Medium,0.781
RSK002778,CUS-002778,0.7295,0.1922,0.1327,0.3236,Low,0.7284
RSK002779,CUS-002779,0.4079,0.1115,0.4796,0.3845,Low,0.8605
RSK002780,CUS-002780,0.4215,0.1388,0.3038,0.3061,Low,0.8695
RSK002781,CUS-002781,0.5022,0.2889,0.6257,0.5213,Medium,0.7897
RSK002782,CUS-002782,0.3453,0.4569,0.5315,0.4607,Medium,0.8273
RSK002783,CUS-002783,0.6379,0.1103,0.4975,0.4622,Medium,0.8305
RSK002784,CUS-002784,0.6999,0.3703,0.3279,0.448,Medium,0.9817
RSK002785,CUS-002785,0.2967,0.2542,0.4005,0.3401,Low,0.7078
RSK002786,CUS-002786,0.5323,0.202,0.2109,0.3055,Low,0.8801
RSK002787,CUS-002787,0.8541,0.3825,0.4383,0.5519,Medium,0.776
RSK002788,CUS-002788,0.736,0.4333,0.3902,0.5026,Medium,0.7822
RSK002789,CUS-002789,0.7102,0.1995,0.079,0.2925,Low,0.7864
RSK002790,CUS-002790,0.8925,0.1608,0.102,0.3509,Low,0.8344
RSK002791,CUS-002791,0.2215,0.1081,0.1151,0.1456,Low,0.9879
RSK002792,CUS-002792,0.225,0.1362,0.1662,0.1778,Low,0.8543
RSK002793,CUS-002793,0.3921,0.3003,0.0542,0.2048,Low,0.9897
RSK002794,CUS-002794,0.1131,0.3884,0.4778,0.3505,Low,0.8819
RSK002795,CUS-002795,0.1353,0.1598,0.2658,0.2054,Low,0.9675
RSK002796,CUS-002796,0.6437,0.2777,0.7122,0.6048,Medium,0.9668
RSK002797,CUS-002797,0.1549,0.4473,0.1498,0.2108,Low,0.9219
RSK002798,CUS-002798,0.3206,0.4435,0.2164,0.2931,Low,0.7006
RSK002799,CUS-002799,0.1885,0.313,0.5195,0.3789,Low,0.7108
RSK002800,CUS-002800,0.6243,0.2875,0.6014,0.5455,Medium,0.8329
RSK002801,CUS-002801,0.3788,0.485,0.1766,0.2989,Low,0.7024
RSK002802,CUS-002802,0.7262,0.4266,0.5776,0.592,Medium,0.7134
RSK002803,CUS-002803,0.2713,0.1451,0.2767,0.2488,Low,0.9174
RSK002804,CUS-002804,0.2789,0.1124,0.5007,0.3565,Low,0.7723
RSK002805,CUS-002805,0.8359,0.193,0.4863,0.5325,Medium,0.8356
RSK002806,CUS-002806,0.3474,0.2306,0.1099,0.2053,Low,0.8721
RSK002807,CUS-002807,0.4145,0.4399,0.01,0.2173,Low,0.819
RSK002808,CUS-002808,0.2644,0.2798,0.2623,0.2664,Low,0.8642
RSK002809,CUS-002809,0.7079,0.1113,0.2921,0.3807,Low,0.8945
RSK002810,CUS-002810,0.3984,0.3856,0.4169,0.4051,Medium,0.8954
RSK002811,CUS-002811,0.1815,0.2204,0.4087,0.3029,Low,0.8436
RSK002812,CUS-002812,0.3697,0.4704,0.01,0.21,Low,0.9604
RSK002813,CUS-002813,0.7775,0.3021,0.0695,0.3284,Low,0.8797
RSK002814,CUS-002814,0.3622,0.2376,0.6503,0.4813,Medium,0.8847
RSK002815,CUS-002815,0.3953,0.4112,0.553,0.4773,Medium,0.7652
RSK002816,CUS-002816,0.6433,0.2899,0.2093,0.3556,Low,0.9163
RSK002817,CUS-002817,0.6433,0.4949,0.7503,0.6671,Medium,0.7007
RSK002818,CUS-002818,0.7908,0.1093,0.4768,0.4975,Medium,0.8536
RSK002819,CUS-002819,0.3471,0.4062,0.8545,0.6126,Medium,0.974
RSK002820,CUS-002820,0.2633,0.1778,0.098,0.1636,Low,0.8815
RSK002821,CUS-002821,0.4134,0.4627,0.2667,0.3499,Low,0.9605
RSK002822,CUS-002822,0.5483,0.4411,0.6133,0.5594,Medium,0.8543
RSK002823,CUS-002823,0.8625,0.3926,0.0853,0.3799,Low,0.9545
RSK002824,CUS-002824,0.2836,0.4458,0.086,0.2172,Low,0.7246
RSK002825,CUS-002825,0.7506,0.1555,0.5373,0.5249,Medium,0.8414
RSK002826,CUS-002826,0.8337,0.3612,0.3809,0.5128,Medium,0.9843
RSK002827,CUS-002827,0.7681,0.2691,0.7255,0.647,Medium,0.7759
RSK002828,CUS-002828,0.5372,0.3247,0.0764,0.2643,Low,0.702
RSK002829,CUS-002829,0.1294,0.1705,0.0765,0.1112,Low,0.9381
RSK002830,CUS-002830,0.8999,0.4546,0.8189,0.7703,High,0.9143
RSK002831,CUS-002831,0.6844,0.2587,0.3267,0.4204,Medium,0.8654
RSK002832,CUS-002832,0.3594,0.4255,0.5137,0.4498,Medium,0.8237
RSK002833,CUS-002833,0.1258,0.4562,0.5372,0.3976,Low,0.86
RSK002834,CUS-002834,0.8868,0.3372,0.6738,0.6704,Medium,0.7845
RSK002835,CUS-002835,0.1254,0.4368,0.4106,0.3303,Low,0.7848
RSK002836,CUS-002836,0.2463,0.4207,0.125,0.2205,Low,0.8094
RSK002837,CUS-002837,0.8704,0.1343,0.3013,0.4386,Medium,0.7024
RSK002838,CUS-002838,0.4753,0.1291,0.3141,0.3255,Low,0.8455
RSK002839,CUS-002839,0.7076,0.1296,0.7678,0.6221,Medium,0.9425
RSK002840,CUS-002840,0.2438,0.4341,0.5106,0.4153,Medium,0.8174
RSK002841,CUS-002841,0.3047,0.4745,0.8542,0.6134,Medium,0.7874
RSK002842,CUS-002842,0.789,0.4904,0.1677,0.4186,Medium,0.9527
RSK002843,CUS-002843,0.6693,0.1246,0.54,0.4957,Medium,0.9696
RSK002844,CUS-002844,0.4403,0.3413,0.3541,0.3774,Low,0.8662
RSK002845,CUS-002845,0.6062,0.463,0.2913,0.4201,Medium,0.8127
RSK002846,CUS-002846,0.1386,0.3343,0.2443,0.2306,Low,0.7138
RSK002847,CUS-002847,0.3955,0.2645,0.2552,0.2992,Low,0.9662
RSK002848,CUS-002848,0.8387,0.4656,0.8022,0.7458,High,0.8696
RSK002849,CUS-002849,0.239,0.3719,0.4148,0.3535,Low,0.7048
RSK002850,CUS-002850,0.1361,0.1959,0.1108,0.1354,Low,0.8723
RSK002851,CUS-002851,0.8359,0.4845,0.8275,0.7614,High,0.9128
RSK002852,CUS-002852,0.4668,0.3853,0.1367,0.2854,Low,0.765
RSK002853,CUS-002853,0.8665,0.331,0.7645,0.7084,High,0.8399
RSK002854,CUS-002854,0.4538,0.4788,0.3682,0.416,Medium,0.8391
RSK002855,CUS-002855,0.4132,0.3843,0.7882,0.5949,Medium,0.8681
RSK002856,CUS-002856,0.1271,0.2514,0.1419,0.1594,Low,0.901
RSK002857,CUS-002857,0.8846,0.1859,0.6077,0.6064,Medium,0.9459
RSK002858,CUS-002858,0.8321,0.3029,0.2179,0.4192,Medium,0.8978
RSK002859,CUS-002859,0.3238,0.2366,0.2667,0.2778,Low,0.7634
RSK002860,CUS-002860,0.7942,0.1872,0.287,0.4192,Medium,0.7151
RSK002861,CUS-002861,0.7597,0.4117,0.1724,0.3965,Low,0.8814
RSK002862,CUS-002862,0.3021,0.3039,0.5165,0.4097,Medium,0.984
RSK002863,CUS-002863,0.6018,0.2217,0.6891,0.5694,Medium,0.949
RSK002864,CUS-002864,0.8299,0.455,0.7811,0.7305,High,0.7502
RSK002865,CUS-002865,0.7462,0.3821,0.5972,0.5989,Medium,0.8299
RSK002866,CUS-002866,0.2114,0.1175,0.6433,0.4086,Medium,0.7026
RSK002867,CUS-002867,0.5309,0.2469,0.0913,0.2543,Low,0.7426
RSK002868,CUS-002868,0.3547,0.3249,0.1185,0.2306,Low,0.8167
RSK002869,CUS-002869,0.8448,0.2664,0.6779,0.6457,Medium,0.8142
RSK002870,CUS-002870,0.5543,0.1358,0.6252,0.506,Medium,0.9475
RSK002871,CUS-002871,0.3703,0.1398,0.3552,0.3166,Low,0.9774
RSK002872,CUS-002872,0.509,0.3222,0.1334,0.2838,Low,0.7487
RSK002873,CUS-002873,0.3272,0.2326,0.4874,0.3884,Low,0.7354
RSK002874,CUS-002874,0.1932,0.3459,0.4862,0.3702,Low,0.8154
RSK002875,CUS-002875,0.5548,0.3451,0.2204,0.3457,Low,0.9002
RSK002876,CUS-002876,0.8722,0.4375,0.1217,0.41,Medium,0.8631
RSK002877,CUS-002877,0.1274,0.3908,0.0642,0.1485,Low,0.9736
RSK002878,CUS-002878,0.7507,0.462,0.6993,0.6673,Medium,0.7802
RSK002879,CUS-002879,0.5622,0.4675,0.6466,0.5855,Medium,0.8689
RSK002880,CUS-002880,0.5787,0.1087,0.1183,0.2545,Low,0.7966
RSK002881,CUS-002881,0.1499,0.1671,0.7185,0.4376,Medium,0.8191
RSK002882,CUS-002882,0.6861,0.3361,0.3315,0.4388,Medium,0.9006
RSK002883,CUS-002883,0.849,0.1949,0.2592,0.4233,Medium,0.7783
RSK002884,CUS-002884,0.4161,0.2985,0.7432,0.5561,Medium,0.7492
RSK002885,CUS-002885,0.3118,0.2862,0.3046,0.3031,Low,0.9593
RSK002886,CUS-002886,0.8031,0.1269,0.1266,0.3296,Low,0.82
RSK002887,CUS-002887,0.1326,0.1605,0.8207,0.4822,Medium,0.9654
RSK002888,CUS-002888,0.1131,0.2676,0.3933,0.2841,Low,0.9855
RSK002889,CUS-002889,0.8708,0.374,0.4061,0.5391,Medium,0.795
RSK002890,CUS-002890,0.4422,0.4662,0.4674,0.4596,Medium,0.8386
RSK002891,CUS-002891,0.8873,0.4791,0.1346,0.4293,Medium,0.9049
RSK002892,CUS-002892,0.6627,0.3862,0.1526,0.3523,Low,0.9091
RSK002893,CUS-002893,0.3353,0.1593,0.4812,0.373,Low,0.8329
RSK002894,CUS-002894,0.1449,0.4245,0.1103,0.1835,Low,0.9713
RSK002895,CUS-002895,0.2201,0.2396,0.182,0.205,Low,0.8639
RSK002896,CUS-002896,0.8474,0.3811,0.6598,0.6603,Medium,0.7798
RSK002897,CUS-002897,0.1601,0.3957,0.515,0.3847,Low,0.7513
RSK002898,CUS-002898,0.6107,0.4079,0.2251,0.3773,Low,0.7498
RSK002899,CUS-002899,0.6292,0.1469,0.3746,0.4054,Medium,0.7999
RSK002900,CUS-002900,0.7122,0.3282,0.5545,0.5565,Medium,0.9189
RSK002901,CUS-002901,0.5293,0.115,0.7965,0.58,Medium,0.8865
RSK002902,CUS-002902,0.7115,0.4734,0.3302,0.4732,Medium,0.7936
RSK002903,CUS-002903,0.8438,0.2275,0.3305,0.4639,Medium,0.7565
RSK002904,CUS-002904,0.3023,0.1271,0.3259,0.2791,Low,0.7369
RSK002905,CUS-002905,0.8443,0.2898,0.7848,0.7037,High,0.8828
RSK002906,CUS-002906,0.3962,0.3702,0.2215,0.3036,Low,0.8092
RSK002907,CUS-002907,0.5196,0.4317,0.3382,0.4113,Medium,0.9042
RSK002908,CUS-002908,0.2166,0.3954,0.0896,0.1889,Low,0.893
RSK002909,CUS-002909,0.15,0.4806,0.2793,0.2808,Low,0.9471
RSK002910,CUS-002910,0.7596,0.2723,0.3423,0.4535,Medium,0.8131
RSK002911,CUS-002911,0.1503,0.407,0.3194,0.2862,Low,0.9128
RSK002912,CUS-002912,0.2318,0.1411,0.2963,0.2459,Low,0.7003
RSK002913,CUS-002913,0.2949,0.2236,0.6171,0.4417,Medium,0.8132
RSK002914,CUS-002914,0.4934,0.1077,0.5983,0.4687,Medium,0.7657
RSK002915,CUS-002915,0.8361,0.3851,0.1925,0.4241,Medium,0.7841
RSK002916,CUS-002916,0.2547,0.1985,0.4203,0.3263,Low,0.8471
RSK002917,CUS-002917,0.4217,0.1762,0.0289,0.1762,Low,0.872
RSK002918,CUS-002918,0.7002,0.221,0.196,0.3523,Low,0.905
RSK002919,CUS-002919,0.7645,0.4191,0.6495,0.6379,Medium,0.7625
